she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:970-972	PRO
she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:979-981	PRO
she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1000-1002	PRO
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1021-1023	PRO
individuals	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1057-1067	NOM
county	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1120-1125	NOM
they	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1133-1136	PRO
county	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1163-1168	NOM
they	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1179-1182	PRO
parent	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1237-1242	NOM
their	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1283-1287	PRO
child	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1289-1293	NOM
people	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1376-1381	NOM
Faith	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1388-1392	NAM
David Glenn	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1431-1441	NAM
director	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1456-1463	NOM
Texas	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1469-1473	NAM
Rep	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1475-1477	NOM
Marsha Farney	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1480-1492	NAM
R	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1495-1495	NAM
Faith	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1590-1594	NAM
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1604-1606	PRO
county	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1626-1631	NOM
court	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1633-1637	NOM
court	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1676-1680	NOM
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1723-1725	PRO
parents	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1727-1733	NOM
jail	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1765-1768	NOM
Farney	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1777-1782	NAM
Pennington	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1837-1846	NAM
those	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1896-1900	NOM
who	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1902-1904	PRO
U.S.	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1911-1914	NAM
.	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1951-1951	NOM
everywhere	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:1988-1997	PRO
home	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2009-2012	NOM
home	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2028-2031	NOM
Pennington	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2058-2067	NAM
family	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2071-2076	NOM
border	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2102-2107	NOM
U.S	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2130-2132	NAM
children	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2140-2147	NOM
immigrants	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2152-2161	NOM
their	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2169-2173	PRO
Texans	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2199-2204	NOM
county	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2304-2309	NOM
they	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2320-2323	PRO
Pennington	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2336-2345	NAM
she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2363-2365	PRO
judge	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2375-2379	NOM
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2386-2388	PRO
she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2406-2408	PRO
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2417-2419	PRO
Pennington	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2474-2483	NAM
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2541-2543	PRO
grandmother	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2545-2555	NOM
doctor	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2563-2568	NOM
Pennington	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2592-2601	NAM
she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2639-2641	PRO
Pennington	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2665-2674	NAM
she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2681-2683	PRO
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2739-2741	PRO
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2769-2771	PRO
Pennington	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2791-2800	NAM
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2803-2805	PRO
aunt	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2807-2810	NOM
her	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2817-2819	PRO
grandmother	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2821-2831	NOM
Farney	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2842-2847	NAM
Glenn	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2850-2854	NAM
we	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2879-2880	PRO
Faith	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2902-2906	NAM
family	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2910-2915	NOM
she	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2925-2927	PRO
Glenn	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:2978-2982	NAM
Farney	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:3028-3033	NAM
office	20150312_WAPO_32494dd95dbc3f9e47c418ab88154d02:3037-3042	NOM
Manassas	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:0-7	NAM
council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:9-15	NOM
tower	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:49-53	NOM
Supporters	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:96-105	NOM
Manassas water tower	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:127-146	NAM
city	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:188-191	NOM
council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:193-199	NOM
its	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:255-257	PRO
council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:284-290	NOM
Manassas Architectural Review Board	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:320-354	NAM
tower	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:386-390	NOM
council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:397-403	NOM
Harry J. “Hal” Parish II	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:427-450	NAM
R	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:453-453	NAM
state	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:476-480	NOM
agencies	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:494-501	NOM
group	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:535-539	NOM
structure	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:563-571	NOM
National Register of Historic Places	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:587-622	NAM
City	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:629-632	NOM
Manassas Water and Sewer Department	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:637-671	NAM
board	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:697-701	NOM
tower	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:738-742	NOM
it	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:752-753	PRO
city	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:778-781	NOM
Tony Dawood	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:824-834	NAM
city	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:841-844	NOM
director	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:848-855	NOM
structure	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:913-921	NOM
council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:974-980	NOM
tower	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1030-1034	NOM
Virginia Department of Historic Resources State Review Board	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1046-1105	NAM
it	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1125-1126	PRO
National Register of Historic Places	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1167-1202	NAM
Planner	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1205-1211	NOM
Allison Whitworth	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1213-1229	NAM
council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1247-1253	NOM
state	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1264-1268	NOM
board	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1270-1274	NOM
tower	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1306-1310	NOM
Council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1335-1341	NOM
member	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1343-1348	NOM
Jonathan L. Way	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1350-1364	NAM
R	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1367-1367	NAM
group	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1397-1401	NOM
National Register of Historic Places	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1466-1501	NAM
them	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1514-1517	PRO
Council	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1557-1563	NOM
member	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1565-1570	NOM
Ken D. Elston	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1572-1584	NAM
D	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1587-1587	NAM
members	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1609-1615	NOM
we	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1639-1640	PRO
we	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1646-1647	PRO
city	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1662-1665	NOM
place	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1672-1676	NOM
city	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1727-1730	NOM
me	20160306_WAPO_dee43d52-e170-11e5-8d98-4b3d9215ade1:1749-1750	PRO
